PlantLocation,SupplyNode,DigestateTons
A,DE_09171127,65.40534
A,DE_09171129,118.23273
A,DE_09177142,18.50060799925105
A,DE_09183115,92.2383
A,DE_09183116,87.20712
A,DE_09183125,116.55567
A,DE_09183143,39.662468999999994
A,DE_09271111,110.68596
A,DE_09271118,215.50221
A,DE_09271141,393.27057
A,DE_09271152,79.995762
A,DE_09274111,687.2197377632269
A,DE_09274112,689.27166
A,DE_09274120,218.0178
A,DE_09274135,32.534963999999995
A,DE_09274145,389.91645
A,DE_09274156,76.138524
A,DE_09274179,178.60689
A,DE_09274184,551.75274
A,DE_09274188,115.71714
A,DE_09275112,82.092087
A,DE_09275114,513.18036
A,DE_09277111,825.9114599999999
A,DE_09277113,218.85632999999999
A,DE_09277114,216.34074
A,DE_09277116,603.62082
A,DE_09277117,158.48217
A,DE_09277119,634.47021
A,DE_09277121,1744.3641599999999
A,DE_09277124,399.138102
A,DE_09277126,66.411576
A,DE_09277133,397.72656
A,DE_09277134,47.544651
A,DE_09277139,26.329842
A,DE_09277140,60.038748
A,DE_09277141,436.42467
A,DE_09277142,298.51668
A,DE_09277144,255.97836
A,DE_09277148,43.184295
A,DE_09277149,253.23606
A,DE_09277151,383.18742000000003
A,DE_09277152,20.12472
A,DE_09277153,35.050554
A,DE_09278167,288.45432
A,DE_09279112,245.68929
A,DE_09279113,634.76721
A,DE_09279115,768.5003700000001
A,DE_09279116,71.694315
A,DE_09279122,806.3829599895505
A,DE_09279124,659.92311
A,DE_09279125,331.3035
A,DE_09279126,457.54434000000003
A,DE_09279127,1995.7014
A,DE_09279128,174.41424
A,DE_09279132,190.34631
A,DE_09279134,1088.1189
A,DE_09279135,485.500356
A,DE_09279137,981.0801
B,DE_09471128,180.28395
B,DE_09471145,118.23273
B,DE_09471159,33.5412
B,DE_09471165,88.88418
B,DE_09471191,61.044984
B,DE_09471195,0.8938469368848487
B,DE_09471220,34.631288999999995
B,DE_09572159,40.081734
