PlantLocation,SupplyNode,DigestateTons
A,DE_09171111,401.26086
A,DE_09171112,74.588085
A,DE_09171113,829.768896
A,DE_09171114,421.65981
A,DE_09171115,5127.12486
A,DE_09171116,206.08731
A,DE_09171117,376.71975
A,DE_09171118,281.75202
A,DE_09171119,255.914505
A,DE_09171121,772.593624
A,DE_09171122,687.4965900000001
A,DE_09171123,5096.095685999999
A,DE_09171124,224.1954
A,DE_09171125,2958.5981699999998
A,DE_09171126,1816.3391399999998
A,DE_09171127,8587.459979999998
A,DE_09171129,6220.5768899999985
A,DE_09171131,60.3603
A,DE_09171132,706.266
A,DE_09171133,553.59018
A,DE_09171134,85.752612
A,DE_09171135,806.0223599999999
A,DE_09171137,728.40438
A,DE_09172111,90.56124
A,DE_09172122,33.289641
A,DE_09175137,38.320821
A,DE_09177113,373.98438
A,DE_09177114,165.19040999999999
A,DE_09177115,2025.5697
A,DE_09177117,88.88418
A,DE_09177119,61.044984
A,DE_09177120,754.1176499999999
A,DE_09177121,88.88418
A,DE_09177122,172.652139
A,DE_09177123,162.67482
A,DE_09177124,421.097886
A,DE_09177127,66.16001700000001
A,DE_09177137,720.3190500000001
A,DE_09177138,371.64699
A,DE_09177139,1374.96744
A,DE_09177142,369.79173
A,DE_09177143,74.070711
A,DE_09183112,365.11298999999997
A,DE_09183113,1405.5327
A,DE_09183114,568.09764
A,DE_09183115,1616.2181639999997
A,DE_09183116,2296.9940399999996
A,DE_09183118,473.2992
A,DE_09183119,47.209239
A,DE_09183120,529.57575
A,DE_09183122,230.99570999999997
A,DE_09183123,213.847821
A,DE_09183124,584.63262
A,DE_09183125,3435.5900699999997
A,DE_09183127,8357.943329999998
A,DE_09183128,826.07382
A,DE_09183129,11917.258649999998
A,DE_09183130,4693.694939999999
A,DE_09183131,7171.065
A,DE_09183132,6529.135482447497
A,DE_09183134,243.08856
A,DE_09183135,383.54283
A,DE_09183136,386.30592
A,DE_09183138,112.216104
A,DE_09183140,744.0107399999999
A,DE_09183143,5415.298118999999
A,DE_09183144,55.876391999999996
A,DE_09183145,719.14986
A,DE_09183147,213.84792
A,DE_09183148,126.75663
A,DE_09183151,612.27045
A,DE_09187113,23.814252
A,DE_09187159,53.498214
A,DE_09189111,252.39753
A,DE_09189115,950.6900699999999
