PlantLocation,Alternative,Capacity,Plant_NPV,Plant_IRR,Omega,N_CH4,CO2_Production,Revenue,Cost,Feed_Trans_Cost,Capex,GHG,FLH,PlantLatitude,PlantLongitude,EEG_Revenue,Spot_Revenue,Heat_Revenue,Bonus
Plant_0,Upgrading_tech1,60000000,50.663420441943295,0.13719911417088793,54794520.54794519,31304667.132474374,23489853.41547081,11.474863247438043,12.99499095637971,7.635075052923786,42.69592899836638,15.258312990722308,7999.999999999996,49.36540711748482,12.173113158736982,0.0,0.0,0.0,0.0
Plant_1,Upgrading_tech1,60000000,70.00089968113576,0.1690773968424728,54794520.547943726,31122171.107882094,23672349.440061633,11.43668429818691,12.958491751460848,6.280309884964851,42.69592899836557,15.169361990188156,7999.9999999997835,47.79568973952001,10.815045642890134,0.0,0.0,0.0,0.0
Plant_2,Upgrading_tech1,60000000,48.77882329277019,0.13402174168116643,54794520.547945336,31667630.72386678,23126889.824078552,11.550796783891744,13.067583674657172,7.785020274423597,42.69592899836652,15.281717048206437,8000.000000000018,49.2850393695521,10.786171507133073,0.0,0.0,0.0,0.0
Plant_3,Upgrading_tech1,60000000,60.38480253452823,0.15337210115178546,54794520.54794518,31616530.23293411,23177990.315011065,11.540106342527752,13.057363576470639,7.154443201408532,42.69592899836638,15.410319232375999,7999.999999999995,48.69656046428536,13.020522253768675,0.0,0.0,0.0,0.0
Plant_4,FlexEEG_biogas,60000000,35.24582113261071,0.12562557811539632,54794520.54794486,30493498.875431933,24301021.672512922,17.914124383978542,6.734057529883816,6.632199305411569,34.32296261280141,0.0,7999.999999999949,50.042802420614336,11.786643148488452,9.355030635669591,4.013066426002345,2.432161470304451,1.7611941653382708
Plant_5,FlexEEG_biogas,60000000,47.321865007760415,0.15086682657565254,54794520.54794508,29385315.84192126,25409204.706023823,17.560569668967158,6.734057529883806,5.489206496193322,34.3229626128016,0.0,7999.999999999982,48.672659154013765,11.75793594686171,9.01505370252814,3.867225106060206,2.3437727915516398,1.7611941653382708
Plant_6,Upgrading_tech1,60000000,77.74996013826043,0.18156960037727732,54794520.54794522,31139629.099857513,23654891.448087707,11.440336584810867,12.961983349855315,5.7824063559696235,42.69592899836638,15.177871248715324,8000.000000000002,47.992009612728886,12.248505401274398,0.0,0.0,0.0,0.0
Plant_7,FlexEEG_biogas,60000000,39.23413634960721,0.1340662604529923,54794520.547945194,30039220.095426865,24755300.452518333,17.769191282005593,6.734057529883816,6.226541085465074,34.322962612801646,0.0,7999.999999999998,49.944107797485614,9.743524666575228,9.215663489857866,3.953281521438557,2.3959281948112467,1.7611941653382708
Plant_8,FlexEEG_biogas,60000000,44.33247759584158,0.14470100152123533,54794520.54794516,29675653.791449606,25118866.75649555,17.65319908838473,6.734057529883816,5.77725888075657,34.322962612801646,0.0,7999.999999999993,48.46948197036471,10.694058178403104,9.10412581667387,3.905434741569934,2.3669301464060206,1.7611941653382708
Plant_9,FlexEEG_biogas,60000000,43.09725472995069,0.1421389087238758,54794520.54794519,30014625.912097134,24779894.63584805,17.761344753756077,6.734057529883816,5.966153837472932,34.322962612801646,0.0,7999.999999999996,50.00866636569815,10.708627622109992,9.208118296718542,3.9500448285356313,2.3939665627488678,1.7611941653382708
