PlantLocation,Alternative,Capacity,Omega,N_CH4,CO2_Production,Revenue,Cost,Capex,GHG,FLH,PlantLatitude,PlantLongitude,EEG_Revenue,Spot_Revenue,Heat_Revenue,Bonus
Plant_0,Upgrading_tech1,40000000,36529680.365296885,21058955.893443927,15470724.471852958,7.6894856379568015,5.8511896948837965,32.57818632069874,6.7665841370414785,8000.000000000017,48.8974247555638,10.736919631360232,0.0,0.0,0.0,0.0
Plant_1,Upgrading_tech1,80000000,73059360.73059359,42150508.45090245,30908852.279691145,15.385790637507723,10.672244293753325,51.73782534072534,16.874357888674396,7999.999999999998,48.01563982376891,12.441615404443551,0.0,0.0,0.0,0.0
Plant_2,FlexEEG_biogas,80000000,34312364.51264862,19358834.479749113,14953530.032899508,17.09021388943331,8.564718871208212,41.84731101860637,0.0,3757.203914135024,49.74215139095993,10.970623814511391,5.939052463894879,2.5477000528729024,1.5440606381047894,2.348258887117695
Plant_3,Upgrading_tech1,40000000,36529680.36529649,21181198.31236936,15348482.05292713,7.715059275075725,5.857301815830052,32.57818632069874,8.849142032792813,7999.999999999932,48.925837319407776,13.034595304886864,0.0,0.0,0.0,0.0
Plant_4,Upgrading_tech1,40000000,36529680.36529695,21336312.6961158,15193367.669181153,7.747509867895587,5.865057535017389,32.57818632069874,8.913946166764138,8000.000000000033,47.746843560454224,10.683695095864278,0.0,0.0,0.0,0.0
Plant_5,Upgrading_tech1,40000000,36529680.365296885,20049191.7214839,16480488.643812982,7.478238652365179,5.80070148628578,32.57818632069874,5.614557371458301,8000.000000000017,49.87093462372476,9.311833385835016,0.0,0.0,0.0,0.0
Plant_6,Upgrading_tech1,40000000,36529680.36529647,21297619.946588982,15232060.41870749,7.73941517912687,5.86312289754104,32.57818632069874,8.897780998430456,7999.999999999927,49.199604330522575,12.485066853820264,0.0,0.0,0.0,0.0
Plant_7,Upgrading_tech1,40000000,36529680.365296796,20954400.55069801,15575279.81459879,7.667612212858218,5.845961927746485,32.57818632069874,8.672247155124564,7999.999999999998,48.11770462067978,11.110178307330836,0.0,0.0,0.0,0.0
Plant_8,Upgrading_tech1,40000000,36529680.365296796,21458451.89472675,15071228.470570048,7.7730619108830545,5.871164494947932,32.57818632069874,8.9649738329204,7999.999999999998,48.36792745746638,12.926756422930175,0.0,0.0,0.0,0.0
Plant_9,Upgrading_tech1,40000000,36529680.365296885,21267812.608813513,15261867.756483369,7.733179356517572,5.861632530652271,32.57818632069874,8.101067232100315,8000.000000000017,50.16251810173407,11.836341847882162,0.0,0.0,0.0,0.0
Plant_10,Upgrading_tech1,40000000,36529680.365296796,20304706.000373013,16224974.364923785,7.531693332863658,5.813477200230235,32.57818632069874,6.722020462106599,7999.999999999998,48.53524323833802,11.573768355204448,0.0,0.0,0.0,0.0
Plant_11,FlexEEG_biogas,80000000,33889679.53724652,19358834.47974907,14530845.057497447,17.090213889433304,8.564718871208212,41.84731101860637,0.0,3710.9199093284933,50.24212700176869,11.308048044092414,5.939052463894863,2.547700052872896,1.5440606381047859,2.348258887117695
Plant_12,Upgrading_tech1,40000000,36529680.365296885,20726262.772305544,15803417.592991337,7.619884813408681,5.834555038826862,32.57818632069874,7.9510814183504355,8000.000000000017,49.86154010204937,10.118353538928057,0.0,0.0,0.0,0.0
Plant_13,Upgrading_tech1,40000000,36529680.36529695,21039492.923558123,15490187.441738833,7.685413901373931,5.8502165463895,32.57818632069874,7.028487168395206,8000.000000000033,49.036271177635975,11.62396845498417,0.0,0.0,0.0,0.0
Plant_14,Upgrading_tech1,40000000,36529680.3652968,21251522.75788794,15278157.607408864,7.729771449999069,5.860818038105981,32.57818632069874,8.57938258798748,8000.000000000001,48.44371942161475,10.456675756927956,0.0,0.0,0.0,0.0
Plant_15,Upgrading_tech1,40000000,36529680.365296915,21373513.846355624,15156166.518941287,7.755292507710815,5.866917592529365,32.57818632069874,8.929488170450247,8000.000000000024,48.661995911089015,13.391029855498797,0.0,0.0,0.0,0.0
Plant_16,Upgrading_tech1,40000000,36529680.365296796,21328083.35927479,15201597.00602201,7.7457882554147846,5.864646068175333,32.57818632069874,8.910508090717897,7999.999999999998,48.07804354789818,10.45851728391994,0.0,0.0,0.0,0.0
Plant_17,Upgrading_tech1,40000000,36529680.365296766,20735527.327520285,15794153.037776478,7.621822998002976,5.835018266587613,32.57818632069874,6.592207676717285,7999.999999999991,49.23553708914435,10.461826780250624,0.0,0.0,0.0,0.0
Plant_18,Upgrading_tech1,40000000,36529680.365296885,21330386.16584476,15199294.199452123,7.746270012403042,5.864761208503837,32.57818632069874,8.911470163878926,8000.000000000017,48.33958510084905,12.196546045414408,0.0,0.0,0.0,0.0
Plant_19,Upgrading_tech1,40000000,36529680.365296915,21164607.405944366,15365072.959352545,7.7115883864585415,5.856472270508803,32.57818632069874,8.842210636123626,8000.000000000024,47.694958825995286,11.221853681250394,0.0,0.0,0.0,0.0
Plant_20,Upgrading_tech1,40000000,36529680.365296826,21244923.66392817,15284756.701368658,7.728390891304921,5.8604880834079935,32.57818632069874,8.406454960673408,8000.0000000000055,49.45702608404,12.17103262627293,0.0,0.0,0.0,0.0
Plant_21,FlexEEG_biogas,40000000,33866438.579014026,19358834.47974907,14507604.099264955,11.633228220926217,4.798241900211594,25.95720277350397,0.0,7416.7500488040705,50.08282275997861,10.746388821521448,5.939052463894863,2.547700052872896,1.5440606381047859,2.348258887117695
