PlantLocation,SupplyNode,DigestateTons
A,DE_09173126,23.646546
A,DE_09174122,86.36859
A,DE_09174135,51.401889
A,DE_09174137,100.6236
A,DE_09174146,63.476721000000005
A,DE_09179113,647.047269
A,DE_09179125,1590.1301738245916
A,DE_09179131,29.31786
A,DE_09179132,640.68147
A,DE_09179134,44.777502
A,DE_09179138,122.42538
A,DE_09179149,474.2595
A,DE_09181115,49.236759
A,DE_09181116,78.234849
A,DE_09181123,180.21861
A,DE_09181132,48.886298999999994
A,DE_09181138,66.24387
A,DE_09181139,406.13859
A,DE_09184135,59.619482999999995
A,DE_09188117,339.74226
A,DE_09188120,1474.5159
A,DE_09188121,3383.2657980000004
A,DE_09188124,666.55017
A,DE_09188126,4354.83972
A,DE_09188127,700.17948
A,DE_09188132,4157.9109
A,DE_09188137,594.7318942038075
A,DE_09188139,2854.1799
A,DE_09188144,10665.2304
A,DE_09188145,10012.194324
A,DE_09771111,258.26724
A,DE_09771129,70.604226
A,DE_09771142,267.49107
A,DE_09771145,337.92759
A,DE_09771146,235.62693
A,DE_09771160,244.01223
A,DE_09771163,109.0089
A,DE_09771168,33.625053
A,DE_09772149,27.168371999999998
A,DE_09772160,50.479506
A,DE_09772163,84.69153
A,DE_09772186,103.97772
B,DE_09363000,1424.193611967582
B,DE_09371122,729.5706
B,DE_09371150,487.313937
B,DE_09374119,43.028271
B,DE_09374131,45.364473000000004
B,DE_09374132,372.50928
B,DE_09374133,239.71662
B,DE_09374137,238.852845
B,DE_09374146,59.239323000000006
B,DE_09374159,283.34394000000003
B,DE_09374162,439.7679
B,DE_09374165,112.36302
B,DE_09374170,30.697524
B,DE_09376112,101.38629600000002
B,DE_09376122,105.65478
B,DE_09376125,218.18016
B,DE_09376131,640.5811829999999
B,DE_09376133,4783.576346999998
B,DE_09376144,5007.78234
B,DE_09376147,677.2646517598779
B,DE_09376148,396.845757
B,DE_09376150,4884.172919999999
B,DE_09376151,67.585518
B,DE_09376153,29685.341862
B,DE_09376159,419.11749000000003
B,DE_09376162,70.362864
B,DE_09376163,50.060241000000005
B,DE_09376164,53.548209
B,DE_09376169,294.78834
B,DE_09376171,185.55461100000002
B,DE_09376173,1679.5974689999998
B,DE_09376178,29.096991000000003
C,DE_09661000,2526.6780000000003
C,DE_09671111,169.38306
C,DE_09671112,4954.852980000001
C,DE_09671121,1005.1113600000001
C,DE_09671122,1969.78023
C,DE_09671124,1025.44794
C,DE_09671127,416.465478
C,DE_09671130,4317.461517751853
C,DE_09671139,1208.6642700000002
C,DE_09671141,1978.8374430000001
C,DE_09671143,37.817703
C,DE_09671148,887.8775400000001
C,DE_09671156,211.76001
C,DE_09671157,76.754403
C,DE_09671159,37.985409
C,DE_09671160,1956.86073
C,DE_09676111,421.904043
