PlantLocation,SupplyNode,DigestateTons
C,DE_09679135,211.30956
C,DE_09679138,138.35745
C,DE_09679143,198.73161
C,DE_09679144,21.80178
C,DE_09679146,51.15033
C,DE_09679149,77.564025
C,DE_09679153,332.89641
C,DE_09679156,151.77393
C,DE_09679165,98.94654
C,DE_09679175,40.010256
C,DE_09679179,33.5412
C,DE_09679182,268.3296
C,DE_09679192,156.80511
C,DE_09679196,80.834292
C,DE_09679200,34.882848
C,DE_09679201,334.57347
C,DE_09679205,60.122601
D,DE_09176121,37.314585
D,DE_09176123,145.06569000000002
D,DE_09176148,19.705455
D,DE_09176160,269.16813
D,DE_09185153,39.578616000000004
D,DE_09571208,260.78283
D,DE_09571214,135.00333
D,DE_09577113,182.79954
D,DE_09577120,64.231398
D,DE_09577122,575.23158
D,DE_09577125,81.33741
D,DE_09577127,43.60356
D,DE_09577136,139.19598
D,DE_09577141,93.07683
D,DE_09577148,125.89434
D,DE_09577150,46.370709
D,DE_09577158,90.56124
D,DE_09577159,19.789308000000002
D,DE_09577161,273.36078
D,DE_09577162,55.46369913688616
D,DE_09577163,66.746988
D,DE_09577172,62.88975
D,DE_09577173,857.74293
D,DE_09577177,296.00109
D,DE_09773117,645.6681
D,DE_09779111,76.054671
D,DE_09779126,29.096991000000003
D,DE_09779130,45.951443999999995
D,DE_09779131,344.63583
D,DE_09779138,420.94206
D,DE_09779147,151.1001936857852
D,DE_09779148,29.921463000000003
D,DE_09779154,27.839196
D,DE_09779155,409.20264
D,DE_09779162,112.36302
D,DE_09779167,456.16032
D,DE_09779169,145.90422
D,DE_09779176,49.221711
D,DE_09779177,290.13138
D,DE_09779178,18.699219
D,DE_09779180,144.22716
D,DE_09779181,48.047768999999995
D,DE_09779184,361.40643
D,DE_09779185,660.7616399999999
D,DE_09779186,701.90406
D,DE_09779188,81.085851
D,DE_09779194,508.14918
D,DE_09779196,26.329842
D,DE_09779197,354.69819
D,DE_09779198,32.335875
D,DE_09779217,238.98105
D,DE_09779218,116.55567
D,DE_09779224,675.85518
D,DE_09779226,79.492644
D,DE_09779228,569.97369
D,DE_09779231,378.54531
E,DE_09171111,141.71157
E,DE_09171113,27.839196
E,DE_09171117,186.15366
E,DE_09171118,98.94654
E,DE_09171119,234.7884
E,DE_09171121,24.988194
E,DE_09171122,51.98886
E,DE_09171123,56.349216000000006
E,DE_09171127,65.40534
E,DE_09171129,118.23273
E,DE_09171134,53.330508
E,DE_09171135,403.33293
E,DE_09172122,33.289641
E,DE_09175137,38.320821
E,DE_09177113,373.98438
E,DE_09177114,165.19040999999999
E,DE_09177115,637.2828
E,DE_09177119,61.044984
E,DE_09177122,63.141309
E,DE_09177123,162.67482
E,DE_09177127,66.16001700000001
E,DE_09177137,293.4855
E,DE_09177139,409.20264
E,DE_09177142,244.24315535645684
E,DE_09183112,230.59575
E,DE_09183114,279.23049
E,DE_09183115,92.2383
E,DE_09183116,87.20712
E,DE_09183118,94.75389
E,DE_09183119,47.209239
E,DE_09183120,147.58128
E,DE_09183122,94.75389
E,DE_09183123,51.737301
E,DE_09183125,116.55567
E,DE_09183127,296.83962
E,DE_09183132,77.228613
E,DE_09183134,185.31513
E,DE_09183135,67.0824
E,DE_09183138,56.684628
E,DE_09183140,96.43095
E,DE_09183143,39.662468999999994
E,DE_09183151,89.72271
E,DE_09187113,823.1570820000001
E,DE_09187150,18.363806999999998
E,DE_09187159,53.498214
E,DE_09189111,252.39753
E,DE_09189115,379.85409
E,DE_09189118,120.74832
E,DE_09189126,435.46437000000003
E,DE_09189133,452.81808
E,DE_09189137,214.69727913688646
E,DE_09189142,960.48018
E,DE_09189149,252.39753
E,DE_09189154,149.25834
E,DE_09189157,369.79173
E,DE_09274118,26.749107
E,DE_09274120,218.0178
E,DE_09274154,432.68148
E,DE_09274183,467.06121
E,DE_09274193,188.66925
E,DE_09277133,83.853
E,DE_09277134,47.544651
E,DE_09277151,102.73764632933134
F,DE_09463000,50.3118
F,DE_09471123,27.04999700755888
F,DE_09471142,70.43652
F,DE_09471159,33.5412
F,DE_09471165,88.88418
F,DE_09471174,280.06902
F,DE_09471185,332.05788
F,DE_09471189,55.25912700000001
F,DE_09471191,61.044984
F,DE_09471195,46.11915
F,DE_09471214,118.23273
F,DE_09472115,74.377611
F,DE_09472154,211.30956
F,DE_09473112,254.48148000000003
F,DE_09473121,216.34074
F,DE_09473132,707.951871
F,DE_09473134,152.61246
F,DE_09473138,371.06694899999997
F,DE_09473141,34.295877
F,DE_09473144,838.53
F,DE_09473151,687.5946
F,DE_09473153,397.180179
F,DE_09473158,118.23273
F,DE_09473159,162.67482
F,DE_09473165,400.81734
F,DE_09473166,303.54786
F,DE_09473170,567.38088
F,DE_09473174,126.61803
F,DE_09473175,26.162136
F,DE_09476145,58.864806
F,DE_09476146,277.55343
F,DE_09476154,69.26257799999999
F,DE_09476185,20.711691
F,DE_09477124,128.29509
F,DE_09477128,290.13138
F,DE_09477136,230.59575
F,DE_09477157,188.66925
F,DE_09477164,108.17037
F,DE_09478120,105.65478
F,DE_09478139,441.5587491368862
F,DE_09478144,20.96325
F,DE_09478155,89.72271
F,DE_09478165,943.51653
F,DE_09673141,431.84295
F,DE_09673172,76.977054
F,DE_09673174,62.135073
F,DE_09674111,64.56681
F,DE_09674130,203.76279
F,DE_09674149,625.54338
F,DE_09674159,104.81625
F,DE_09674163,122.12157767822197
F,DE_09674164,191.18484
F,DE_09674171,20.627838
F,DE_09674184,204.60132
F,DE_09674210,162.67482
F,DE_09674221,153.45099
G,DE_09263000,145.06569
G,DE_09271111,110.68596
G,DE_09271113,76.641642
G,DE_09271118,215.50221
G,DE_09271122,259.54929
G,DE_09271128,157.64364
G,DE_09271130,53.806895999998375
G,DE_09271135,25.491311999999997
G,DE_09271138,109.84743
G,DE_09271140,49.724829
G,DE_09271141,393.27057
G,DE_09271148,575.14743
G,DE_09271151,138.35745
G,DE_09271152,79.995762
G,DE_09271153,226.4031
G,DE_09272116,37.985409
G,DE_09275112,82.092087
G,DE_09275114,513.18036
G,DE_09275117,348.82848
G,DE_09275119,56.768481
G,DE_09275138,846.9153
G,DE_09275146,62.218926
G,DE_09275154,261.62136
G,DE_09276116,567.3868200000001
G,DE_09276122,43.268148000000004
G,DE_09276138,181.58534313688688
G,DE_09276146,647.57979
G,DE_09277111,127.45656
G,DE_09277117,158.48217
G,DE_09277126,66.411576
G,DE_09277142,298.51668
G,DE_09277151,122.12157767822748
G,DE_09278112,60.709572
G,DE_09278117,17.022159000000002
G,DE_09278118,283.42314
G,DE_09278121,263.29842
G,DE_09278139,84.69153
G,DE_09278141,57.439305
G,DE_09278146,424.29618
G,DE_09278149,24.820488
G,DE_09278159,264.97548
G,DE_09278167,288.45432
G,DE_09278170,38.823938999999996
G,DE_09278182,66.830841
G,DE_09278189,28.006902
G,DE_09278190,180.28395
G,DE_09278192,64.818369
G,DE_09279113,634.76721
G,DE_09279122,758.03112
G,DE_09279125,145.0311680075548
G,DE_09279132,190.34631
G,DE_09279137,981.0801
G,DE_09372144,26.413695
G,DE_09372151,86.36859
G,DE_09372155,20.711691
G,DE_09372164,181.96101
H,DE_09471128,180.28395
H,DE_09575122,855.3006
H,DE_09575127,26.749107
H,DE_09575130,457.83738
H,DE_09575134,391.59351
H,DE_09575144,23.981958000000002
H,DE_09575146,602.90307
H,DE_09575155,413.39529
H,DE_09575157,27.336078
H,DE_09575161,170.22159
H,DE_09575163,273.40804324683944
H,DE_09575165,500.60241
H,DE_09575168,1257.795
H,DE_09575179,119.07126
H,DE_09675111,38.320821
H,DE_09675113,483.15465
H,DE_09675114,153.48762
H,DE_09675116,62.05122
H,DE_09675117,1313.0082900000002
H,DE_09675131,595.906641
H,DE_09675139,913.9977
H,DE_09675141,103.13919
H,DE_09675142,92.2383
H,DE_09675144,381.99447
H,DE_09675146,100.6236
H,DE_09675147,134.1648
H,DE_09675150,189.50778
H,DE_09675158,288.45432
H,DE_09675161,67.689765
H,DE_09675165,136.24182
H,DE_09675166,41.303097
H,DE_09675167,104.81625
H,DE_09675174,48.299328
H,DE_09675177,79.828056
H,DE_09675178,45.029061000000006
H,DE_09675179,24.652782
H,DE_09678122,103.97772
H,DE_09678134,57.271598999999995
H,DE_09678138,11.403667575827464
H,DE_09678150,257.42871
H,DE_09678164,79.576497
H,DE_09678183,54.42059700000001
H,DE_09679131,198.73161
H,DE_09679170,111.52449
H,DE_09679174,108.17037
H,DE_09679185,423.47745
H,DE_09679193,107.78625
I,DE_09174147,525.717324
I,DE_09176111,126.61803
I,DE_09176118,89.72271
I,DE_09176129,117.3942
I,DE_09176153,260.78283
I,DE_09178115,28.006902
I,DE_09178116,31.86414
I,DE_09178122,118.23273
I,DE_09178125,259.10577
I,DE_09178132,254.91312
I,DE_09178133,103.97772
I,DE_09178137,54.672156
I,DE_09178140,58.361687999999994
I,DE_09178142,98.10801
I,DE_09178144,106.49331
I,DE_09178150,29.264696999999998
I,DE_09178155,84.69153
I,DE_09178156,235.62693
I,DE_09185113,262.66284
I,DE_09185116,95.59242
I,DE_09185123,93.91535999999999
I,DE_09185125,78.234849
I,DE_09185127,184.4766
I,DE_09185131,74.042199
I,DE_09185140,66.07616399999999
I,DE_09185143,118.23273
I,DE_09185149,83.266029
I,DE_09185150,27.000666000000002
I,DE_09185158,59.871042
I,DE_09185163,17.692983
I,DE_09185166,183.163167
I,DE_09185168,34.37973
I,DE_09186122,41.591088
I,DE_09186125,946.2717
I,DE_09186128,359.56199913688624
I,DE_09186130,166.86747
I,DE_09186132,416.57813999999996
I,DE_09186143,321.99552
I,DE_09186146,47.209239
I,DE_09186147,26.581401
I,DE_09186149,109.0089
I,DE_09186151,657.207441
I,DE_09186152,578.5857
I,DE_09186158,21.80178
I,DE_09186162,42.094206
I,DE_09273113,37.482291000000004
I,DE_09273147,72.19743299999999
I,DE_09273163,18.112248
I,DE_09273172,276.7852820341614
I,DE_09273178,31.193316000000003
I,DE_09274165,552.5912698412699
I,DE_09771113,776.47878
I,DE_09771114,154.28952
I,DE_09771140,118.23273
I,DE_09771141,385.7238
I,DE_09771144,180.28395
I,DE_09771155,123.26391
I,DE_09771156,212.14809
I,DE_09771162,58.445541000000006
I,DE_09771176,55.091421000000004
I,DE_09772134,34.463583
I,DE_09772136,204.60132
I,DE_09772166,284.10452265162485
I,DE_09772207,105.65478
I,DE_09772217,209.6325
I,DE_09779163,125.7795
I,DE_09779201,498.08682
J,DE_09772151,692.62578
J,DE_09772170,60.122601
J,DE_09772215,81.33741
J,DE_09772223,53.66592
J,DE_09773111,181.12248
J,DE_09773116,228.08016
J,DE_09773125,600.38748
J,DE_09773133,31.612581000000002
J,DE_09773136,111.52449
J,DE_09773140,50.395653
J,DE_09773143,49.054005
J,DE_09773144,214.66368
J,DE_09773179,63.225162000000005
J,DE_09773182,337.92759
J,DE_09773188,113.20155
J,DE_09774119,68.424048
J,DE_09774122,69.09487200000001
J,DE_09774127,215.50221
J,DE_09774133,93.91535999999999
J,DE_09774135,103.13919
J,DE_09774143,47.293092
J,DE_09774148,98.94654
J,DE_09774150,51.318036
J,DE_09774151,150.09687
J,DE_09774155,134.1648
J,DE_09774171,22.304898
J,DE_09774174,86.36859
J,DE_09774189,156.80511
J,DE_09774191,43.352001
J,DE_09775129,114.04008
J,DE_09775135,238.14252
J,DE_09775139,49.221711
J,DE_09775142,150.9354
J,DE_09775143,78.65411399999999
J,DE_09775162,20.711691
J,DE_09775164,25.910577
J,DE_09776122,116.55567
J,DE_09776129,39.662468999999994
J,DE_09777114,2340.744215179954
J,DE_09777124,146.5893
J,DE_09777128,292.31631
J,DE_09777130,220.74624
J,DE_09777139,39.579111
J,DE_09777145,159.3207
J,DE_09777155,97.26948
J,DE_09777158,22.074624
J,DE_09777164,87.09129
J,DE_09778113,79.667577
J,DE_09778116,569.1114
J,DE_09778127,3934.2054509999994
J,DE_09778130,117.3942
J,DE_09778137,181.12248
J,DE_09778144,81.001998
J,DE_09778149,118.23273
J,DE_09778168,312.14898
J,DE_09778173,289.818738
J,DE_09778190,433.52001
J,DE_09778199,23.023143
J,DE_09778203,144.28674874026842
J,DE_09778205,87.20712
J,DE_09778207,87.95358
J,DE_09778209,254.37555
J,DE_09778216,56.99736899999999
J,DE_09778221,92.2383
J,DE_09780143,134.1648
