PlantLocation,Alternative,Capacity,Omega,N_CH4,CO2_Production,Revenue,Cost,Capex,GHG,FLH,PlantLatitude,PlantLongitude,EEG_Revenue,Spot_Revenue,Heat_Revenue,Bonus
Plant_0,FlexEEG_biogas,40000000,34347654.548148155,19358834.47974907,14988820.06839909,11.633228220926217,4.798241900211594,25.95720277350397,1.182330204301252e-12,7522.136346044446,48.8974247555638,10.736919631360232,5.939052463894865,2.547700052872896,1.5440606381047859,2.348258887117695
Plant_1,Upgrading_tech1,80000000,73059360.73059365,41998755.46832841,31060605.262265243,15.354043264196703,10.664656644625179,51.73782534072535,16.248549780038452,8000.0000000000055,48.01563982376891,12.441615404443551,0.0,0.0,0.0,0.0
Plant_2,FlexEEG_biogas,40000000,34263099.544353455,19358834.479749262,14904265.064604197,11.633228220926275,4.798241900211594,25.95720277350397,0.0,7503.618800213407,49.74215139095993,10.970623814511391,5.939052463894925,2.5477000528729223,1.5440606381048014,2.348258887117695
Plant_3,Upgrading_tech1,40000000,36529680.365296796,21238810.68166377,15290869.683633026,7.727112029257573,5.860182434294788,32.57818632069872,8.873211494360254,7999.999999999998,48.925837319407776,13.034595304886864,0.0,0.0,0.0,0.0
Plant_4,Upgrading_tech1,80000000,73059360.73059359,42473124.40637181,30586236.324221786,15.45328327587729,10.688375091526803,51.73782534072534,16.650660204842413,7999.999999999998,47.746843560454224,10.683695095864278,0.0,0.0,0.0,0.0
Plant_5,Upgrading_tech1,40000000,36529680.36529143,20064760.193846475,16464920.171444958,7.481495643403709,5.801479909903261,32.578186320694265,5.339953241043832,7999.999999998824,49.87093462372476,9.311833385835016,0.0,0.0,0.0,0.0
Plant_6,Upgrading_tech1,40000000,36529680.365296796,21246433.4938712,15283246.871425597,7.72870675418962,5.860563574905149,32.57818632069874,8.876396174797975,7999.999999999998,49.199604330522575,12.485066853820264,0.0,0.0,0.0,0.0
Plant_7,Upgrading_tech1,40000000,36529680.365296796,20873601.06483929,15656079.30045751,7.650708614672556,5.841921953453539,32.57818632069874,7.516015333263335,7999.999999999998,48.11770462067978,11.110178307330836,0.0,0.0,0.0,0.0
Plant_8,Upgrading_tech1,80000000,73059360.73059374,41199239.88409701,31860120.846496727,15.18678118281925,10.624680865413056,51.73782534072534,14.152779168192682,8000.000000000015,48.36792745746638,12.926756422930175,0.0,0.0,0.0,0.0
Plant_9,Upgrading_tech1,40000000,36529680.365296796,21268814.094477423,15260866.270819373,7.733388871603845,5.861682604935291,32.57818632069898,7.7648485991453216,7999.999999999998,50.16251810173407,11.836341847882162,0.0,0.0,0.0,0.0
Plant_10,Upgrading_tech1,40000000,36529680.365296945,20563494.954201184,15966185.411095764,7.585833089371901,5.826416647921682,32.578186320698805,7.020762094791877,8000.000000000032,48.53524323833802,11.573768355204448,0.0,0.0,0.0,0.0
Plant_11,FlexEEG_biogas,40000000,33934668.94319131,19358834.479745958,14575834.463445354,11.633228220926187,4.798241900211594,25.95720277350397,0.0,7431.692498558898,50.24212700176869,11.308048044092414,5.939052463893911,2.547700052872487,1.544060638104538,2.348258887117695
Plant_12,FlexEEG_biogas,40000000,34361483.34754196,19358834.479752716,15002648.86778924,11.633228220927828,4.798241900212093,25.957202773506072,0.0,7525.164853111689,49.86154010204937,10.118353538928057,5.939052463895984,2.5477000528733766,1.5440606381050768,2.348258887117695
Plant_13,Upgrading_tech1,40000000,36529680.365296796,21220859.592868146,15308820.772428654,7.7233565846681405,5.859284879855005,32.57818632069874,7.474119628098292,7999.999999999998,49.036271177635975,11.62396845498417,0.0,0.0,0.0,0.0
Plant_14,Upgrading_tech1,40000000,36529680.365296796,20989560.08373168,15540120.281565117,7.674967737617795,5.847719904398181,32.57818632069874,7.694136091203851,7999.999999999998,48.44371942161475,10.456675756927956,0.0,0.0,0.0,0.0
Plant_15,Upgrading_tech1,40000000,36529680.365296796,21310732.45408122,15218947.91121558,7.742158371803135,5.86377852291565,32.57818632069874,8.903259179575521,7999.999999999998,48.661995911089015,13.391029855498797,0.0,0.0,0.0,0.0
Plant_16,Upgrading_tech1,80000000,73059360.73059359,42504589.12929121,30554771.601302393,15.459865830550719,10.689948327672775,51.73782534072534,16.354414299783866,7999.999999999998,48.07804354789818,10.45851728391994,0.0,0.0,0.0,0.0
Plant_17,Upgrading_tech1,40000000,36529680.3652968,21097402.045386106,15432278.319910701,7.697528737455558,5.853112002480933,32.578186320698705,7.6290829790629955,8000.000000000001,49.23553708914435,10.461826780250624,0.0,0.0,0.0,0.0
Plant_18,Upgrading_tech1,80000000,73059360.73059359,41702676.35418957,31356684.376404025,15.292102246585598,10.649852688917703,51.737825340725344,15.685051901086888,7999.999999999998,48.33958510084905,12.196546045414408,0.0,0.0,0.0,0.0
Plant_19,Upgrading_tech1,40000000,36529680.3652968,21299691.568920974,15229988.796375832,7.739848571383271,5.8632264786576425,32.57818632069875,8.70325259875933,8000.000000000001,47.694958825995286,11.221853681250394,0.0,0.0,0.0,0.0
Plant_20,Upgrading_tech1,40000000,36529680.36529679,21252908.358132694,15276772.007164098,7.730061323499302,5.860887318118191,32.578186320698784,8.403028112617378,7999.999999999997,49.45702608404,12.17103262627293,0.0,0.0,0.0,0.0
Plant_21,Upgrading_tech1,40000000,36529680.365296945,20709028.229700387,15820652.13559656,7.616279273348454,5.833693311696619,32.578186320698734,7.747312784726536,8000.000000000032,50.08282275997861,10.746388821521448,0.0,0.0,0.0,0.0
