PlantLocation,Alternative,Capacity,Omega,N_CH4,CO2_Production,Revenue,Cost,Capex,GHG,FLH,PlantLatitude,PlantLongitude,EEG_Revenue,Spot_Revenue,Heat_Revenue,Bonus
Plant_0,Upgrading_tech1,80000000,73059360.73059359,41708048.22456633,31351312.506027263,15.293226064854835,10.65012128243655,51.73782534072534,16.649074267323343,7999.999999999998,49.33606364979728,12.31975126693591,0.0,0.0,0.0,0.0
Plant_1,Upgrading_tech1,80000000,73059360.73059359,41759604.275524884,31299756.45506871,15.30401181132558,10.652699084984462,51.73782534072534,16.49528841847601,7999.999999999998,48.26373697831719,10.517167005555306,0.0,0.0,0.0,0.0
Plant_2,Upgrading_tech1,40000000,36529680.365296796,20963364.34893722,15566316.016359575,7.66948747780628,5.8464101176584435,32.57818632069874,8.696730048302895,7999.999999999998,50.010726101217145,9.827293395488256,0.0,0.0,0.0,0.0
Plant_3,Upgrading_tech1,80000000,73059360.73059359,42039186.14320795,31020174.587385647,15.362501534385824,10.666678178368612,51.73782534072534,17.563252259765513,7999.999999999998,47.90299469377116,12.503075136887947,0.0,0.0,0.0,0.0
Plant_4,Upgrading_tech1,80000000,73059360.73059359,42059319.13558695,31000041.59500665,15.366713442541315,10.66768482798756,51.73782534072534,15.743542765540958,7999.999999999998,49.99160634228448,11.897531838926923,0.0,0.0,0.0,0.0
Plant_5,Upgrading_tech1,40000000,36529680.365296796,21091039.497111764,15438640.868185032,7.69619766513099,5.852793875067178,32.57818632069874,8.789007265815345,7999.999999999998,48.705779408152246,10.902486779309136,0.0,0.0,0.0,0.0
Plant_6,Upgrading_tech1,80000000,73059360.73059359,42365800.12810332,30693560.602490272,15.43083057761904,10.683008877613378,51.73782534072534,17.69970599102338,7999.999999999998,47.700115644315765,10.469703265797628,0.0,0.0,0.0,0.0
Plant_7,Upgrading_tech1,40000000,36529680.365296796,21008506.55339074,15521173.811906056,7.678931420143089,5.848667227881126,32.57818632069874,8.776994372374459,7999.999999999998,49.43858728344497,10.48728648343714,0.0,0.0,0.0,0.0
Plant_8,Upgrading_tech1,80000000,73059360.73059359,41458072.09014094,31601288.640452657,15.240929987876143,10.637622475715277,51.73782534072534,15.397123173494657,7999.999999999998,48.77000222037667,13.196611322406223,0.0,0.0,0.0,0.0
Plant_9,FlexEEG_biogas,80000000,73059360.73059359,41340671.20499823,31718689.525595367,24.10329907825677,8.564718871208212,41.84731101860637,0.0,7999.999999999998,50.08785522773739,10.94954346306982,12.682809775348352,5.440597693262587,3.2973319353106594,2.348258887117695
Plant_10,Upgrading_tech1,80000000,73059360.73059359,41206100.746182054,31853259.984411545,15.188216504525323,10.625023908517313,51.73782534072534,15.706970763266906,7999.999999999998,48.32631667214297,11.849578175648876,0.0,0.0,0.0,0.0
Plant_11,FlexEEG_biogas,80000000,73059360.73059359,41281693.82815793,31777666.90243566,24.08448293594965,8.564718871208212,41.84731101860637,0.0,7999.999999999998,49.34147131557757,11.293618267269268,12.664716241070563,5.432836034560896,3.292627899733877,2.348258887117695
Plant_12,Upgrading_tech1,80000000,73059360.73059359,41633198.598848544,31426162.13174505,15.277567202870388,10.646378801150641,51.73782534072534,15.66173651866704,7999.999999999998,48.50766123129168,12.634557961994954,0.0,0.0,0.0,0.0
Plant_13,Upgrading_tech1,80000000,73059360.73059359,41584236.61540108,31475124.115192514,15.267324146423073,10.643930701978269,51.73782534072533,16.65735317629031,7999.999999999998,47.83484514895855,11.360696754156631,0.0,0.0,0.0,0.0
Plant_14,FlexEEG_biogas,80000000,73059360.73059359,39799327.72456796,33260033.00602564,23.6115488542603,8.564718871208212,41.84731101860637,0.0,7999.999999999998,48.83879149265547,11.82931434074914,12.209944541403939,5.237750725864042,3.174394379311541,2.348258887117695
