PlantLocation,Alternative,Capacity,Omega,N_CH4,CO2_Production,Revenue,Cost,Capex,GHG,FLH,PlantLatitude,PlantLongitude,EEG_Revenue,Spot_Revenue,Heat_Revenue,Bonus
A,FlexEEG_biogas,75000000,68493150.6849315,38890837.25696892,29602313.42796258,22639712.490113936,8114913.636374432,40027251.15270287,0.0,8000.0,50.15732030516425,11.460385787171946,11931230.83290753,5118189.746366138,3101933.1796158412,2201521.0311300266
B,Upgrading_tech1,40000000,36529680.3652968,20914483.39141254,15615196.973884262,6255521.982371492,5843966.069781624,32578186.320698738,8737713.104976537,8000.0,48.53566536253371,11.44212106422918,0.0,0.0,0.0,0.0
C,FlexEEG_biogas,75000000,43753468.63503995,24634662.653783325,19118805.981256623,18091422.544713605,8114913.636374437,40027251.15270307,0.0,5110.4051365726655,49.91391073121372,9.483152048918434,7557611.698380879,3242020.1438885005,1964860.6932657582,2201521.0311300266
D,Upgrading_tech1,40000000,36529680.3652968,20919321.465992045,15610358.899304759,6256969.050478225,5844207.973510599,32578186.320698738,8739734.369707983,8000.0,48.71138738939136,13.158396713182514,0.0,0.0,0.0,0.0
E,Upgrading_tech1,75000000,68493150.6849315,39457714.04442261,29035436.64050889,11801802.27068681,10087799.338595243,49554998.78552292,16484757.411695227,8000.0,47.84193102191441,10.38887834292201,0.0,0.0,0.0,0.0
F,FlexEEG_biogas,40000000,36529680.3652968,20799896.981541943,15729783.38375486,12093055.011204794,4798241.900211307,25957202.773503967,0.0,8000.0,49.13244287749725,11.178650571778933,6381152.726224831,2737349.642358846,1658999.7832477856,1174144.549936014
G,Upgrading_tech1,75000000,68493150.68493293,39182930.053145416,29310220.631787516,11719614.378895968,10074060.139031406,49554998.78552292,16369957.364441652,8000.000000000166,47.99975176680192,12.686460754608516,0.0,0.0,0.0,0.0
H,Upgrading_tech1,40000000,36529680.3652968,20838672.467186127,15691007.898110677,6232846.934935371,5840175.523570303,32578186.320698738,8706040.59871774,8000.0,49.74080508554223,11.970583232709192,0.0,0.0,0.0,0.0
I,Upgrading_tech1,40000000,36529680.3652968,21041215.32797647,15488465.037320334,6293427.504597763,5850302.666609821,32578186.320698738,8790659.538422156,8000.0,48.53520756575074,10.58434290664753,0.0,0.0,0.0,0.0
J,Upgrading_tech1,40000000,36529680.3652968,21013352.055946343,15516328.30935046,6285093.599933552,5848909.503008314,32578186.320698738,8779018.74038776,8000.0,49.52340278984632,10.569566471604162,0.0,0.0,0.0,0.0
K,Upgrading_tech1,75000000,68493150.68493293,39367749.678134345,29125401.006798588,11774893.928729983,10083301.120280832,49554998.78552292,16447171.839650063,8000.000000000166,49.17363888940947,12.297885092890644,0.0,0.0,0.0,0.0
L,FlexEEG_biogas,40000000,36529680.3652968,20756679.257423487,15773001.107873317,12079266.82850203,4798241.900211323,25957202.773503967,0.0,8000.0,50.13601879801086,10.315613573358894,6367894.059687952,2731662.0169939604,1655552.7375720975,1174144.549936014
M,FlexEEG_biogas,75000000,68493150.6849315,37685491.45669729,30807659.22823421,22255158.96599528,8114913.636374474,40027251.15270307,0.0,8000.0,48.51930940659486,12.275590529440793,11561445.55722696,4959561.417667191,3005794.7985861767,2201521.0311300266
N,Upgrading_tech1,75000000,68493150.68493293,39267901.04386535,29225249.64106758,11745029.202221233,10078308.6885674,49554998.78552292,16405456.789660627,8000.000000000166,47.79632411962195,11.113772390015097,0.0,0.0,0.0,0.0
O,Upgrading_tech1,75000000,68493150.68493293,39205879.300869636,29287271.384063296,11726478.49889011,10075207.601417597,49554998.78552292,16379545.167249708,8000.000000000166,47.88939792854935,11.875975626062704,0.0,0.0,0.0,0.0
