PlantID,SupplyCluster,Feedstock,Quantity_t,Distance_km
A,CLUSTER_98,cattle_man,5002.1,26.12868113843454
A,CLUSTER_98,horse_man,673.1,26.12868113843454
A,CLUSTER_98,pig_man,181.343,26.12868113843454
A,CLUSTER_99,pig_man,173.7,132.18221722733347
M,CLUSTER_0,cattle_man,28890.0,26.462777803031067
M,CLUSTER_0,horse_man,2610.0,26.462777803031067
M,CLUSTER_0,rape_str,1701.9,26.462777803031067
M,CLUSTER_0,legume_str,690.7,26.462777803031067
M,CLUSTER_1,horse_man,642.4,81.5040817572205
M,CLUSTER_103,horse_man,678.2,70.44786058301767
M,CLUSTER_103,pig_man,791.300184,70.44786058301767
