PlantLocation,SupplyNode,Feedstock,FlowTons,Distance_km
AB,CLUSTER_0,horse_man,2610.0,30.67091739966261
AB,CLUSTER_0,pig_man,1695.2,30.67091739966261
AB,CLUSTER_100,horse_man,3925.5,33.527310208984765
AB,CLUSTER_100,pig_man,69.61,33.527310208984765
AB,CLUSTER_104,horse_man,374.3059481101929,42.40096401494747
AB,CLUSTER_104,pig_man,527.2180000000001,42.40096401494747
AB,CLUSTER_107,pig_man,993.2,72.44155118897133
AB,CLUSTER_111,pig_man,262.226,103.07045832615565
AB,CLUSTER_116,pig_man,144.5,63.95894486078159
AB,CLUSTER_122,horse_man,5260.0,26.6995213772961
AB,CLUSTER_122,pig_man,40.78257,26.6995213772961
AB,CLUSTER_125,pig_man,536.0,97.82149436373216
AB,CLUSTER_126,pig_man,2894.0,44.552614110982255
AB,CLUSTER_13,pig_man,152.17000000000002,103.94991798764632
AB,CLUSTER_131,horse_man,1232.0,36.12301627333529
AB,CLUSTER_131,pig_man,1497.8,36.12301627333529
AB,CLUSTER_135,pig_man,159.368,53.12719160312636
AB,CLUSTER_138,pig_man,1203.8,94.03524386685685
AB,CLUSTER_142,cattle_man,32190.000000000004,10.68733055311388
AB,CLUSTER_142,cattle_slu,36175.77858991527,10.68733055311388
AB,CLUSTER_142,horse_man,1981.9999999999998,10.68733055311388
AB,CLUSTER_142,pig_man,67.2671,10.68733055311388
AB,CLUSTER_144,pig_man,1094.5,64.9900040597405
AB,CLUSTER_145,pig_man,104.2,104.75678731954252
AB,CLUSTER_149,horse_man,2613.8,33.50599232427416
AB,CLUSTER_149,pig_man,19.0894,33.50599232427416
AB,CLUSTER_151,horse_man,5352.0,35.49581951969617
AB,CLUSTER_151,pig_man,33.274,35.49581951969617
AB,CLUSTER_152,pig_man,174.14849999999998,49.314146319407634
AB,CLUSTER_155,pig_man,1243.7,74.71222745101792
AB,CLUSTER_159,pig_man,3550.315,98.1598292105388
AB,CLUSTER_162,pig_man,126.94,88.27789538991786
AB,CLUSTER_165,horse_man,1926.7,27.36605848604452
AB,CLUSTER_165,pig_man,1019.9,27.36605848604452
AB,CLUSTER_175,pig_man,35.4,78.80671383369649
AB,CLUSTER_180,pig_man,6160.0,56.33212075944093
AB,CLUSTER_182,pig_man,1527.0,83.10798373605306
AB,CLUSTER_184,pig_man,1364.0,70.87134930069338
AB,CLUSTER_186,pig_man,471.4,78.35017115428701
AB,CLUSTER_187,pig_man,939.3,102.9673515750398
AB,CLUSTER_195,pig_man,34.13825,106.81850031311846
AB,CLUSTER_2,pig_man,1666.5,55.12745326584498
AB,CLUSTER_20,horse_man,3289.0,36.063751670817545
AB,CLUSTER_20,pig_man,3376.0,36.063751670817545
AB,CLUSTER_202,pig_man,229.17,96.97125894406751
AB,CLUSTER_203,horse_man,3313.0,30.79897266738461
AB,CLUSTER_203,pig_man,696.08362,30.79897266738461
AB,CLUSTER_204,pig_man,37.494,70.95630098696148
AB,CLUSTER_205,cattle_man,16567.0,21.137149983545147
AB,CLUSTER_205,horse_man,3447.0,21.137149983545147
AB,CLUSTER_205,pig_man,123.23616,21.137149983545147
AB,CLUSTER_208,pig_man,22.65,63.765727488280746
AB,CLUSTER_212,pig_man,132.0,86.93987318386716
AB,CLUSTER_218,cattle_man,42980.0,24.008701222602173
AB,CLUSTER_218,horse_man,4008.0000000000005,24.008701222602173
AB,CLUSTER_22,cattle_man,44030.0,5.379378111752838
AB,CLUSTER_22,cattle_slu,203300.0,5.379378111752838
AB,CLUSTER_22,horse_man,2301.0,5.379378111752838
AB,CLUSTER_22,pig_man,696.0,5.379378111752838
AB,CLUSTER_223,pig_man,439.438657,94.09947568255424
AB,CLUSTER_225,pig_man,1314.9,81.0821272976632
AB,CLUSTER_233,pig_man,435.2,73.31344364059481
AB,CLUSTER_235,pig_man,439.78,103.41237877009154
AB,CLUSTER_239,pig_man,931.74,54.45015732118627
AB,CLUSTER_240,pig_man,24.931,85.56695601944693
AB,CLUSTER_256,pig_man,14.8359,58.51741586378435
AB,CLUSTER_257,pig_man,1704.41,54.43356644382631
AB,CLUSTER_263,pig_man,198.21,58.08289442191782
AB,CLUSTER_267,pig_man,778.8,70.72562079464963
AB,CLUSTER_270,pig_man,61.2952,96.4235394499348
AB,CLUSTER_273,pig_man,524.6,75.58444415727814
AB,CLUSTER_274,pig_man,587.9,86.64494824289716
AB,CLUSTER_279,cattle_man,21730.0,13.379795835203575
AB,CLUSTER_279,horse_man,1665.3,13.379795835203575
AB,CLUSTER_279,pig_man,723.8400164000001,13.379795835203575
AB,CLUSTER_282,pig_man,277.076,93.79639947355236
AB,CLUSTER_284,pig_man,447.9,85.5419944402637
AB,CLUSTER_288,cattle_man,23510.0,19.70952747958378
AB,CLUSTER_288,horse_man,1884.0,19.70952747958378
AB,CLUSTER_288,pig_man,786.0,19.70952747958378
AB,CLUSTER_29,horse_man,2338.7,30.06057788432209
AB,CLUSTER_290,pig_man,122.18799999999999,97.6740135760489
