SupplyNode,PlantLocation,Feedstock,FlowTons,Distance_km,,,,,,,,,,,,,
CLUSTER_79,I,cattle_slu,91500,18.6598966,,,,,,,,,,,,,
CLUSTER_79,I,horse_man,1933,18.6598966,,,,,,,,,,,,,
CLUSTER_79,I,pig_man,1322.00245,18.6598966,,,,,,,,,,,,,
CLUSTER_91,I,cattle_man,1586.06,50.48708621,,,,,,,,,,,,,
CLUSTER_91,I,horse_man,619.6,50.48708621,,,,,,,,,,,,,
CLUSTER_91,I,pig_man,218,50.48708621,,,,,,,,,,,,,
CLUSTER_136,K,cattle_man,22230,13.4877486,,,,,,,,,,,,,
CLUSTER_136,K,cattle_slu,108700,13.4877486,,,,,,,,,,,,,
CLUSTER_136,K,horse_man,3775,13.4877486,,,,,,,,,,,,,
CLUSTER_157,K,cattle_man,22880,7.983234646,,,,,,,,,,,,,
CLUSTER_157,K,cattle_slu,106800,7.983234646,,,,,,,,,,,,,
CLUSTER_157,K,horse_man,3454,7.983234646,,,,,,,,,,,,,
CLUSTER_178,K,cattle_man,16790,15.60911655,,,,,,,,,,,,,
CLUSTER_178,K,horse_man,5256,15.60911655,,,,,,,,,,,,,
CLUSTER_204,K,cattle_man,10730,9.084678052,,,,,,,,,,,,,
CLUSTER_204,K,cattle_slu,49310,9.084678052,,,,,,,,,,,,,
CLUSTER_204,K,horse_man,2958,9.084678052,,,,,,,,,,,,,
CLUSTER_204,K,pig_man,37.494,9.084678052,,,,,,,,,,,,,
CLUSTER_226,K,cattle_man,16880,15.2274099,,,,,,,,,,,,,
CLUSTER_226,K,cattle_slu,79137.71174,15.2274099,,,,,,,,,,,,,
CLUSTER_226,K,horse_man,2471.6,15.2274099,,,,,,,,,,,,,
CLUSTER_243,K,cattle_man,19320,23.55501666,,,,,,,,,,,,,
CLUSTER_256,K,cattle_man,2666.96,34.81798952,,,,,,,,,,,,,
CLUSTER_256,K,horse_man,2930,34.81798952,,,,,,,,,,,,,
CLUSTER_27,K,cattle_man,18405,5.585882296,,,,,,,,,,,,,
CLUSTER_27,K,cattle_slu,81790,5.585882296,,,,,,,,,,,,,
CLUSTER_27,K,horse_man,4194,5.585882296,,,,,,,,,,,,,
CLUSTER_28,K,cattle_man,8410,17.54709154,,,,,,,,,,,,,
CLUSTER_28,K,horse_man,2761.9,17.54709154,,,,,,,,,,,,,
CLUSTER_287,K,cattle_man,2184,32.60697359,,,,,,,,,,,,,
CLUSTER_287,K,horse_man,1571,32.60697359,,,,,,,,,,,,,
CLUSTER_3,K,cattle_man,7883,22.88991141,,,,,,,,,,,,,
CLUSTER_3,K,horse_man,5877,22.88991141,,,,,,,,,,,,,
CLUSTER_3,K,pig_man,16.916,22.88991141,,,,,,,,,,,,,
CLUSTER_304,K,cattle_man,2118,38.08800262,,,,,,,,,,,,,
CLUSTER_304,K,horse_man,706.6,38.08800262,,,,,,,,,,,,,
CLUSTER_312,K,cattle_man,11300,26.45916934,,,,,,,,,,,,,
CLUSTER_312,K,horse_man,1544,26.45916934,,,,,,,,,,,,,
CLUSTER_352,K,cattle_man,13540,12.93222713,,,,,,,,,,,,,
CLUSTER_352,K,cattle_slu,64390,12.93222713,,,,,,,,,,,,,
CLUSTER_352,K,horse_man,3832,12.93222713,,,,,,,,,,,,,
CLUSTER_352,K,pig_man,32.1,12.93222713,,,,,,,,,,,,,
CLUSTER_369,K,cattle_man,3235.7,20.99155673,,,,,,,,,,,,,
CLUSTER_369,K,horse_man,3562.3,20.99155673,,,,,,,,,,,,,
CLUSTER_391,K,cattle_man,11195,15.84927258,,,,,,,,,,,,,
CLUSTER_391,K,horse_man,3066,15.84927258,,,,,,,,,,,,,
CLUSTER_396,K,cattle_man,5375,31.69152361,,,,,,,,,,,,,
CLUSTER_407,K,cattle_man,10172,26.42329358,,,,,,,,,,,,,
CLUSTER_415,K,cattle_man,6170,31.47300378,,,,,,,,,,,,,
CLUSTER_489,K,cattle_man,1068,28.63284041,,,,,,,,,,,,,
CLUSTER_489,K,horse_man,367.5,28.63284041,,,,,,,,,,,,,
CLUSTER_5,K,cattle_man,1031,28.12113937,,,,,,,,,,,,,
CLUSTER_5,K,horse_man,895.0000003,28.12113937,,,,,,,,,,,,,
CLUSTER_502,K,cattle_man,12710,23.73854814,,,,,,,,,,,,,
CLUSTER_508,K,cattle_man,21640,23.83815061,,,,,,,,,,,,,
CLUSTER_508,K,horse_man,3810,23.83815061,,,,,,,,,,,,,
CLUSTER_53,K,cattle_man,6226.92,25.75174454,,,,,,,,,,,,,
CLUSTER_53,K,horse_man,1543,25.75174454,,,,,,,,,,,,,
CLUSTER_84,K,cattle_man,15427.9,28.74913883,,,,,,,,,,,,,
CLUSTER_10,L,pig_man,15.9693,50.50180648,,,,,,,,,,,,,
CLUSTER_110,L,cattle_man,22036,9.876496676,,,,,,,,,,,,,
CLUSTER_110,L,cattle_slu,24343,9.876496676,,,,,,,,,,,,,
CLUSTER_110,L,horse_man,797,9.876496676,,,,,,,,,,,,,
CLUSTER_110,L,pig_slu,26.2009,9.876496676,,,,,,,,,,,,,
CLUSTER_119,L,cattle_man,14930,7.04650254,,,,,,,,,,,,,
CLUSTER_119,L,cattle_slu,17250,7.04650254,,,,,,,,,,,,,
CLUSTER_119,L,horse_man,1764,7.04650254,,,,,,,,,,,,,
CLUSTER_119,L,pig_man,210.9,7.04650254,,,,,,,,,,,,,
CLUSTER_119,L,pig_slu,3702,7.04650254,,,,,,,,,,,,,
CLUSTER_139,L,pig_man,42.67,39.22425736,,,,,,,,,,,,,
CLUSTER_156,L,pig_man,137.8229,46.69196027,,,,,,,,,,,,,
CLUSTER_158,L,cattle_man,791.9999997,37.34273264,,,,,,,,,,,,,
CLUSTER_158,L,horse_man,253.7999997,37.34273264,,,,,,,,,,,,,
CLUSTER_163,L,cattle_man,10520,27.06708295,,,,,,,,,,,,,
CLUSTER_163,L,cattle_slu,11000,27.06708295,,,,,,,,,,,,,
CLUSTER_163,L,horse_man,1805,27.06708295,,,,,,,,,,,,,
CLUSTER_164,L,cattle_man,5420,17.19721711,,,,,,,,,,,,,
CLUSTER_164,L,cattle_slu,4795.1,17.19721711,,,,,,,,,,,,,
CLUSTER_164,L,horse_man,1264,17.19721711,,,,,,,,,,,,,
CLUSTER_164,L,pig_man,46.635,17.19721711,,,,,,,,,,,,,
CLUSTER_164,L,pig_slu,758.28,17.19721711,,,,,,,,,,,,,
CLUSTER_170,L,cattle_man,2987.28,30.30940442,,,,,,,,,,,,,
CLUSTER_170,L,horse_man,782,30.30940442,,,,,,,,,,,,,
CLUSTER_172,L,horse_man,2882.7,56.83295532,,,,,,,,,,,,,
CLUSTER_173,L,cattle_man,7846,13.81795355,,,,,,,,,,,,,
CLUSTER_173,L,cattle_slu,8502,13.81795355,,,,,,,,,,,,,
CLUSTER_173,L,horse_man,973,13.81795355,,,,,,,,,,,,,
CLUSTER_173,L,pig_man,64.52416,13.81795355,,,,,,,,,,,,,
CLUSTER_173,L,pig_slu,1495.07,13.81795355,,,,,,,,,,,,,
CLUSTER_177,L,cattle_man,5132,25.820507,,,,,,,,,,,,,
CLUSTER_177,L,cattle_slu,4510.4,25.820507,,,,,,,,,,,,,
CLUSTER_177,L,pig_man,779.21,25.820507,,,,,,,,,,,,,
CLUSTER_179,L,cattle_man,11220,3.317752757,,,,,,,,,,,,,
CLUSTER_179,L,cattle_slu,12390,3.317752757,,,,,,,,,,,,,
CLUSTER_179,L,horse_man,1139,3.317752757,,,,,,,,,,,,,
CLUSTER_179,L,pig_man,63.566,3.317752757,,,,,,,,,,,,,
CLUSTER_179,L,pig_slu,1466.78,3.317752757,,,,,,,,,,,,,
CLUSTER_200,L,cattle_man,3150,38.18527304,,,,,,,,,,,,,
CLUSTER_200,L,pig_man,508.565,38.18527304,,,,,,,,,,,,,
CLUSTER_213,L,cattle_man,3968,19.59871637,,,,,,,,,,,,,
CLUSTER_213,L,cattle_slu,5510,19.59871637,,,,,,,,,,,,,
CLUSTER_213,L,horse_man,642.2,19.59871637,,,,,,,,,,,,,
CLUSTER_213,L,pig_slu,71.2,19.59871637,,,,,,,,,,,,,
CLUSTER_236,L,cattle_man,1177.4,18.0085371,,,,,,,,,,,,,
CLUSTER_236,L,cattle_slu,756.6,18.0085371,,,,,,,,,,,,,
CLUSTER_236,L,pig_man,144.7,18.0085371,,,,,,,,,,,,,
CLUSTER_236,L,pig_slu,2645,18.0085371,,,,,,,,,,,,,
CLUSTER_238,L,cattle_man,7143,38.5129446,,,,,,,,,,,,,
CLUSTER_238,L,horse_man,820.7,38.5129446,,,,,,,,,,,,,
CLUSTER_238,L,pig_man,123.38,38.5129446,,,,,,,,,,,,,
CLUSTER_247,L,pig_man,228,34.43707597,,,,,,,,,,,,,
CLUSTER_251,L,pig_man,335.71,52.31308483,,,,,,,,,,,,,
CLUSTER_260,L,horse_man,1035,41.99894679,,,,,,,,,,,,,
CLUSTER_260,L,pig_man,45.446,41.99894679,,,,,,,,,,,,,
CLUSTER_271,L,horse_man,278.4,39.54167856,,,,,,,,,,,,,
CLUSTER_271,L,pig_man,831.7,39.54167856,,,,,,,,,,,,,
CLUSTER_275,L,cattle_man,3212.5,19.80771514,,,,,,,,,,,,,
CLUSTER_275,L,cattle_slu,989.6,19.80771514,,,,,,,,,,,,,
CLUSTER_275,L,horse_man,564,19.80771514,,,,,,,,,,,,,
CLUSTER_277,L,cattle_man,6870,29.34806035,,,,,,,,,,,,,
CLUSTER_277,L,cattle_slu,2284.809858,29.34806035,,,,,,,,,,,,,
CLUSTER_277,L,pig_man,203.959,29.34806035,,,,,,,,,,,,,
CLUSTER_310,L,pig_man,67.0999995,70.50673454,,,,,,,,,,,,,
CLUSTER_317,L,pig_man,92.31,48.75788544,,,,,,,,,,,,,
CLUSTER_320,L,pig_man,16,34.46589246,,,,,,,,,,,,,
CLUSTER_325,L,pig_man,710.15139,65.97549138,,,,,,,,,,,,,
CLUSTER_332,L,pig_man,132.8458,46.75616264,,,,,,,,,,,,,
CLUSTER_334,L,pig_man,214.22,58.49758889,,,,,,,,,,,,,
CLUSTER_388,L,horse_man,410.3,43.23380991,,,,,,,,,,,,,
CLUSTER_410,L,cattle_man,8090,10.78504174,,,,,,,,,,,,,
CLUSTER_410,L,cattle_slu,6470,10.78504174,,,,,,,,,,,,,
CLUSTER_410,L,horse_man,808.4,10.78504174,,,,,,,,,,,,,
CLUSTER_410,L,pig_man,261.9019,10.78504174,,,,,,,,,,,,,
CLUSTER_410,L,pig_slu,4418,10.78504174,,,,,,,,,,,,,
CLUSTER_424,L,pig_man,185.966,42.30076931,,,,,,,,,,,,,
CLUSTER_426,L,horse_man,3962.2,49.09375537,,,,,,,,,,,,,
CLUSTER_426,L,pig_man,46.733,49.09375537,,,,,,,,,,,,,
CLUSTER_430,L,cattle_man,1180,23.56182556,,,,,,,,,,,,,
CLUSTER_430,L,cattle_slu,644.35,23.56182556,,,,,,,,,,,,,
CLUSTER_430,L,horse_man,480,23.56182556,,,,,,,,,,,,,
CLUSTER_430,L,pig_man,159.375,23.56182556,,,,,,,,,,,,,
CLUSTER_449,L,cattle_man,7060.2,30.46026113,,,,,,,,,,,,,
CLUSTER_449,L,horse_man,518.500398,30.46026113,,,,,,,,,,,,,
CLUSTER_449,L,pig_man,577.091,30.46026113,,,,,,,,,,,,,
CLUSTER_47,L,cattle_man,681.7,36.69220049,,,,,,,,,,,,,
CLUSTER_47,L,horse_man,414,36.69220049,,,,,,,,,,,,,
CLUSTER_487,L,pig_man,299.25,30.2542956,,,,,,,,,,,,,
CLUSTER_49,L,cattle_man,15490,23.16707713,,,,,,,,,,,,,
CLUSTER_49,L,cattle_slu,4801.4,23.16707713,,,,,,,,,,,,,
CLUSTER_49,L,pig_man,231.961,23.16707713,,,,,,,,,,,,,
CLUSTER_491,L,cattle_man,6717,36.29023405,,,,,,,,,,,,,
CLUSTER_491,L,pig_man,236.64,36.29023405,,,,,,,,,,,,,
CLUSTER_497,L,cattle_man,5760,34.52724974,,,,,,,,,,,,,
CLUSTER_497,L,pig_man,347.9,34.52724974,,,,,,,,,,,,,
CLUSTER_519,L,cattle_man,4091,19.75142859,,,,,,,,,,,,,
CLUSTER_519,L,cattle_slu,3254,19.75142859,,,,,,,,,,,,,
CLUSTER_519,L,horse_man,814,19.75142859,,,,,,,,,,,,,
CLUSTER_519,L,pig_slu,11.8,19.75142859,,,,,,,,,,,,,
CLUSTER_530,L,pig_man,84.5,66.8093983,,,,,,,,,,,,,
CLUSTER_538,L,cattle_man,3387,13.45394331,,,,,,,,,,,,,
CLUSTER_538,L,cattle_slu,3543,13.45394331,,,,,,,,,,,,,
CLUSTER_538,L,horse_man,768.4,13.45394331,,,,,,,,,,,,,
CLUSTER_538,L,pig_man,151.197,13.45394331,,,,,,,,,,,,,
CLUSTER_538,L,pig_slu,2128.6,13.45394331,,,,,,,,,,,,,
CLUSTER_546,L,cattle_man,4163.240045,39.08962602,,,,,,,,,,,,,
CLUSTER_546,L,horse_man,444,39.08962602,,,,,,,,,,,,,
CLUSTER_56,L,pig_man,427.76,62.07102579,,,,,,,,,,,,,
CLUSTER_60,L,horse_man,2507.8,49.44513656,,,,,,,,,,,,,
CLUSTER_60,L,pig_man,45.1582,49.44513656,,,,,,,,,,,,,
CLUSTER_80,L,cattle_man,2733.9,29.13380688,,,,,,,,,,,,,
CLUSTER_80,L,cattle_slu,4518.7,29.13380688,,,,,,,,,,,,,
CLUSTER_80,L,pig_man,275.303,29.13380688,,,,,,,,,,,,,
CLUSTER_95,L,pig_man,778.92,46.44186145,,,,,,,,,,,,,
CLUSTER_97,L,cattle_slu,4389,28.07756279,,,,,,,,,,,,,
CLUSTER_97,L,pig_man,302.6467,28.07756279,,,,,,,,,,,,,
CLUSTER_104,P,cattle_man,26110,11.27214017,,,,,,,,,,,,,
CLUSTER_104,P,cattle_slu,114400,11.27214017,,,,,,,,,,,,,
CLUSTER_104,P,horse_man,871.7,11.27214017,,,,,,,,,,,,,
CLUSTER_104,P,pig_man,527.218,11.27214017,,,,,,,,,,,,,
CLUSTER_2,P,cattle_man,3616,33.35116175,,,,,,,,,,,,,
CLUSTER_208,P,cattle_man,5066,16.66795826,,,,,,,,,,,,,
CLUSTER_208,P,cattle_slu,27310,16.66795826,,,,,,,,,,,,,
CLUSTER_208,P,horse_man,1364.6,16.66795826,,,,,,,,,,,,,
CLUSTER_208,P,pig_man,22.65,16.66795826,,,,,,,,,,,,,
CLUSTER_273,P,cattle_man,6690,26.51438986,,,,,,,,,,,,,
CLUSTER_273,P,horse_man,1064,26.51438986,,,,,,,,,,,,,
CLUSTER_273,P,pig_man,524.6,26.51438986,,,,,,,,,,,,,
CLUSTER_302,P,cattle_man,16130,4.846717749,,,,,,,,,,,,,
CLUSTER_302,P,cattle_slu,68920,4.846717749,,,,,,,,,,,,,
CLUSTER_302,P,horse_man,1597,4.846717749,,,,,,,,,,,,,
CLUSTER_302,P,pig_man,141.874306,4.846717749,,,,,,,,,,,,,
CLUSTER_330,P,cattle_man,21960,25.04719087,,,,,,,,,,,,,
CLUSTER_330,P,horse_man,1269.6,25.04719087,,,,,,,,,,,,,
CLUSTER_330,P,pig_man,378.71,25.04719087,,,,,,,,,,,,,
CLUSTER_354,P,cattle_man,4844,41.66769991,,,,,,,,,,,,,
CLUSTER_354,P,horse_man,793.6,41.66769991,,,,,,,,,,,,,
CLUSTER_37,P,cattle_man,31920,26.93418672,,,,,,,,,,,,,
CLUSTER_37,P,horse_man,943,26.93418672,,,,,,,,,,,,,
CLUSTER_37,P,pig_man,3353.8,26.93418672,,,,,,,,,,,,,
CLUSTER_398,P,cattle_man,5117,14.240312,,,,,,,,,,,,,
CLUSTER_398,P,cattle_slu,15360,14.240312,,,,,,,,,,,,,
CLUSTER_436,P,cattle_man,14080,17.88279845,,,,,,,,,,,,,
CLUSTER_436,P,horse_man,830,17.88279845,,,,,,,,,,,,,
CLUSTER_436,P,pig_man,326,17.88279845,,,,,,,,,,,,,
CLUSTER_450,P,cattle_man,18270,5.432661601,,,,,,,,,,,,,
CLUSTER_450,P,cattle_slu,92800,5.432661601,,,,,,,,,,,,,
CLUSTER_450,P,horse_man,963.9,5.432661601,,,,,,,,,,,,,
CLUSTER_450,P,pig_man,315.5,5.432661601,,,,,,,,,,,,,
CLUSTER_473,P,cattle_man,11380,17.00859114,,,,,,,,,,,,,
CLUSTER_473,P,cattle_slu,39530,17.00859114,,,,,,,,,,,,,
CLUSTER_473,P,horse_man,745,17.00859114,,,,,,,,,,,,,
CLUSTER_473,P,pig_man,511,17.00859114,,,,,,,,,,,,,
CLUSTER_493,P,cattle_man,9040,10.98038463,,,,,,,,,,,,,
CLUSTER_493,P,cattle_slu,39030,10.98038463,,,,,,,,,,,,,
CLUSTER_493,P,horse_man,951.2,10.98038463,,,,,,,,,,,,,
CLUSTER_493,P,pig_man,193.15,10.98038463,,,,,,,,,,,,,
CLUSTER_516,P,cattle_man,8820,9.332654644,,,,,,,,,,,,,
CLUSTER_516,P,cattle_slu,45370,9.332654644,,,,,,,,,,,,,
CLUSTER_516,P,horse_man,1178,9.332654644,,,,,,,,,,,,,
CLUSTER_516,P,pig_man,123.100375,9.332654644,,,,,,,,,,,,,
CLUSTER_537,P,cattle_man,2682,30.02462054,,,,,,,,,,,,,
CLUSTER_541,P,cattle_man,4103,15.74651678,,,,,,,,,,,,,
CLUSTER_541,P,cattle_slu,16040,15.74651678,,,,,,,,,,,,,
CLUSTER_61,P,cattle_man,33290,16.77429038,,,,,,,,,,,,,
CLUSTER_61,P,cattle_slu,178600,16.77429038,,,,,,,,,,,,,
CLUSTER_61,P,horse_man,2388,16.77429038,,,,,,,,,,,,,
CLUSTER_61,P,pig_man,392.8,16.77429038,,,,,,,,,,,,,
CLUSTER_70,P,cattle_man,8100.022394,24.57504752,,,,,,,,,,,,,
CLUSTER_92,P,cattle_man,17416,17.20773296,,,,,,,,,,,,,
CLUSTER_92,P,cattle_slu,11334.14429,17.20773296,,,,,,,,,,,,,
CLUSTER_92,P,horse_man,2276,17.20773296,,,,,,,,,,,,,
CLUSTER_103,R,cattle_man,2660,36.92489432,,,,,,,,,,,,,
CLUSTER_161,R,cattle_man,6850,26.91444832,,,,,,,,,,,,,
CLUSTER_161,R,horse_man,429.62,26.91444832,,,,,,,,,,,,,
CLUSTER_169,R,cattle_man,8425.7,18.9729731,,,,,,,,,,,,,
CLUSTER_169,R,horse_man,1079.5,18.9729731,,,,,,,,,,,,,
CLUSTER_169,R,pig_man,332.076,18.9729731,,,,,,,,,,,,,
CLUSTER_171,R,cattle_man,11040,40.80583957,,,,,,,,,,,,,
CLUSTER_183,R,cattle_man,16594,9.298673668,,,,,,,,,,,,,
CLUSTER_183,R,cattle_slu,91870,9.298673668,,,,,,,,,,,,,
CLUSTER_183,R,horse_man,2503,9.298673668,,,,,,,,,,,,,
CLUSTER_183,R,pig_man,458.82,9.298673668,,,,,,,,,,,,,
CLUSTER_188,R,cattle_man,6172,47.21496249,,,,,,,,,,,,,
CLUSTER_190,R,cattle_man,9509,22.43379639,,,,,,,,,,,,,
CLUSTER_190,R,horse_man,1595.7,22.43379639,,,,,,,,,,,,,
CLUSTER_190,R,pig_man,1086,22.43379639,,,,,,,,,,,,,
CLUSTER_232,R,cattle_man,9900,9.624677858,,,,,,,,,,,,,
CLUSTER_232,R,cattle_slu,55900,9.624677858,,,,,,,,,,,,,
CLUSTER_232,R,horse_man,3168,9.624677858,,,,,,,,,,,,,
CLUSTER_232,R,pig_man,245.35,9.624677858,,,,,,,,,,,,,
CLUSTER_237,R,cattle_man,4862,27.29230351,,,,,,,,,,,,,
CLUSTER_237,R,horse_man,478.63,27.29230351,,,,,,,,,,,,,
CLUSTER_237,R,pig_man,687.516,27.29230351,,,,,,,,,,,,,
CLUSTER_248,R,cattle_man,377,34.94851101,,,,,,,,,,,,,
CLUSTER_266,R,cattle_man,5864.8,24.16955758,,,,,,,,,,,,,
CLUSTER_266,R,horse_man,271.0126,24.16955758,,,,,,,,,,,,,
CLUSTER_266,R,pig_man,616.51,24.16955758,,,,,,,,,,,,,
CLUSTER_278,R,cattle_man,5274.7,18.60483802,,,,,,,,,,,,,
CLUSTER_278,R,horse_man,660.7,18.60483802,,,,,,,,,,,,,
CLUSTER_278,R,pig_man,334.991,18.60483802,,,,,,,,,,,,,
CLUSTER_294,R,cattle_man,6386,18.02267332,,,,,,,,,,,,,
CLUSTER_294,R,horse_man,1187.9,18.02267332,,,,,,,,,,,,,
CLUSTER_294,R,pig_man,937.6,18.02267332,,,,,,,,,,,,,
CLUSTER_314,R,cattle_man,812.91,22.33254541,,,,,,,,,,,,,
CLUSTER_314,R,horse_man,639,22.33254541,,,,,,,,,,,,,
CLUSTER_390,R,cattle_man,4736.4,12.35222989,,,,,,,,,,,,,
CLUSTER_390,R,cattle_slu,29050,12.35222989,,,,,,,,,,,,,
CLUSTER_390,R,horse_man,147.848,12.35222989,,,,,,,,,,,,,
CLUSTER_390,R,pig_man,1056.886,12.35222989,,,,,,,,,,,,,
CLUSTER_404,R,cattle_man,4430,41.9007929,,,,,,,,,,,,,
CLUSTER_404,R,horse_man,1753.708917,41.9007929,,,,,,,,,,,,,
CLUSTER_433,R,cattle_man,4450.0297,9.852831329,,,,,,,,,,,,,
CLUSTER_433,R,cattle_slu,24750,9.852831329,,,,,,,,,,,,,
CLUSTER_433,R,horse_man,1106,9.852831329,,,,,,,,,,,,,
CLUSTER_433,R,pig_man,179.118,9.852831329,,,,,,,,,,,,,
CLUSTER_454,R,cattle_man,5716.1,27.77987946,,,,,,,,,,,,,
CLUSTER_454,R,horse_man,105.4,27.77987946,,,,,,,,,,,,,
CLUSTER_459,R,cattle_man,3719.2,29.38524378,,,,,,,,,,,,,
CLUSTER_459,R,horse_man,167.4,29.38524378,,,,,,,,,,,,,
CLUSTER_459,R,pig_man,243.8,29.38524378,,,,,,,,,,,,,
CLUSTER_460,R,cattle_man,3371.2,19.62587248,,,,,,,,,,,,,
CLUSTER_460,R,horse_man,392.16,19.62587248,,,,,,,,,,,,,
CLUSTER_460,R,pig_man,189.907,19.62587248,,,,,,,,,,,,,
CLUSTER_462,R,cattle_man,3029,18.43700081,,,,,,,,,,,,,
CLUSTER_462,R,horse_man,386,18.43700081,,,,,,,,,,,,,
CLUSTER_462,R,pig_man,169.4,18.43700081,,,,,,,,,,,,,
CLUSTER_486,R,cattle_man,1158,25.50548817,,,,,,,,,,,,,
CLUSTER_486,R,horse_man,429.2,25.50548817,,,,,,,,,,,,,
CLUSTER_490,R,cattle_man,3600,30.22675922,,,,,,,,,,,,,
CLUSTER_490,R,horse_man,745.2,30.22675922,,,,,,,,,,,,,
CLUSTER_6,R,cattle_man,810.17,32.97860943,,,,,,,,,,,,,
CLUSTER_66,R,cattle_man,2641.0375,5.434857775,,,,,,,,,,,,,
CLUSTER_66,R,cattle_slu,15050,5.434857775,,,,,,,,,,,,,
CLUSTER_66,R,horse_man,880.00908,5.434857775,,,,,,,,,,,,,
CLUSTER_66,R,pig_man,180.310571,5.434857775,,,,,,,,,,,,,
CLUSTER_76,R,cattle_man,2539,40.30408051,,,,,,,,,,,,,
CLUSTER_76,R,horse_man,2263,40.30408051,,,,,,,,,,,,,
CLUSTER_78,R,cattle_man,7012,32.23183434,,,,,,,,,,,,,
CLUSTER_78,R,horse_man,873.4,32.23183434,,,,,,,,,,,,,
CLUSTER_78,R,pig_man,141,32.23183434,,,,,,,,,,,,,
CLUSTER_106,S,cattle_man,12224,12.91400941,,,,,,,,,,,,,
CLUSTER_106,S,horse_man,820.1473682,12.91400941,,,,,,,,,,,,,
CLUSTER_137,S,cattle_man,15222.1995,14.6696917,,,,,,,,,,,,,
CLUSTER_264,S,cattle_man,33570,3.005455509,,,,,,,,,,,,,
CLUSTER_264,S,cattle_slu,230130,3.005455509,,,,,,,,,,,,,
CLUSTER_264,S,horse_man,387.684,3.005455509,,,,,,,,,,,,,
CLUSTER_366,S,cattle_man,8803,24.11004798,,,,,,,,,,,,,
CLUSTER_375,S,cattle_man,14310,11.52443993,,,,,,,,,,,,,
CLUSTER_375,S,cattle_slu,32027.70413,11.52443993,,,,,,,,,,,,,
CLUSTER_375,S,horse_man,280.5,11.52443993,,,,,,,,,,,,,
CLUSTER_51,S,cattle_slu,177430,8.793312246,,,,,,,,,,,,,
CLUSTER_548,S,cattle_man,7311,15.5215268,,,,,,,,,,,,,
CLUSTER_548,S,horse_man,2324,15.5215268,,,,,,,,,,,,,
CLUSTER_100,AB,cattle_man,9536,33.52731021,,,,,,,,,,,,,
CLUSTER_100,AB,horse_man,3925.5,33.52731021,,,,,,,,,,,,,
CLUSTER_100,AB,pig_man,69.61,33.52731021,,,,,,,,,,,,,
CLUSTER_126,AB,cattle_man,6163,44.55261411,,,,,,,,,,,,,
CLUSTER_126,AB,horse_man,1435.2,44.55261411,,,,,,,,,,,,,
CLUSTER_126,AB,pig_man,2894,44.55261411,,,,,,,,,,,,,
CLUSTER_131,AB,cattle_man,9440,36.12301627,,,,,,,,,,,,,
CLUSTER_131,AB,horse_man,1232,36.12301627,,,,,,,,,,,,,
CLUSTER_131,AB,pig_man,1497.8,36.12301627,,,,,,,,,,,,,
CLUSTER_142,AB,cattle_man,32190,10.68733055,,,,,,,,,,,,,
CLUSTER_142,AB,cattle_slu,156000,10.68733055,,,,,,,,,,,,,
CLUSTER_142,AB,horse_man,1982,10.68733055,,,,,,,,,,,,,
CLUSTER_142,AB,pig_man,67.2671,10.68733055,,,,,,,,,,,,,
CLUSTER_165,AB,cattle_man,8970,27.36605849,,,,,,,,,,,,,
CLUSTER_165,AB,horse_man,1926.7,27.36605849,,,,,,,,,,,,,
CLUSTER_165,AB,pig_man,1019.9,27.36605849,,,,,,,,,,,,,
CLUSTER_180,AB,horse_man,1481,56.33212076,,,,,,,,,,,,,
CLUSTER_20,AB,cattle_man,27140,36.06375167,,,,,,,,,,,,,
CLUSTER_20,AB,horse_man,3289,36.06375167,,,,,,,,,,,,,
CLUSTER_20,AB,pig_man,3376,36.06375167,,,,,,,,,,,,,
CLUSTER_205,AB,cattle_man,11000.35932,21.13714998,,,,,,,,,,,,,
CLUSTER_22,AB,cattle_man,44030,5.379378112,,,,,,,,,,,,,
CLUSTER_22,AB,cattle_slu,203300,5.379378112,,,,,,,,,,,,,
CLUSTER_22,AB,horse_man,2301,5.379378112,,,,,,,,,,,,,
CLUSTER_22,AB,pig_man,696,5.379378112,,,,,,,,,,,,,
CLUSTER_279,AB,cattle_man,21730,13.37979584,,,,,,,,,,,,,
CLUSTER_279,AB,cattle_slu,74670,13.37979584,,,,,,,,,,,,,
CLUSTER_279,AB,horse_man,1665.3,13.37979584,,,,,,,,,,,,,
CLUSTER_279,AB,pig_man,723.8400164,13.37979584,,,,,,,,,,,,,
CLUSTER_288,AB,cattle_man,23510,19.70952748,,,,,,,,,,,,,
CLUSTER_288,AB,horse_man,1884,19.70952748,,,,,,,,,,,,,
CLUSTER_288,AB,pig_man,786,19.70952748,,,,,,,,,,,,,
CLUSTER_300,AB,cattle_man,12150,21.57113809,,,,,,,,,,,,,
CLUSTER_300,AB,horse_man,6326,21.57113809,,,,,,,,,,,,,
CLUSTER_300,AB,pig_man,581.845,21.57113809,,,,,,,,,,,,,
CLUSTER_323,AB,cattle_man,18150,6.936719242,,,,,,,,,,,,,
CLUSTER_323,AB,cattle_slu,79000,6.936719242,,,,,,,,,,,,,
CLUSTER_323,AB,horse_man,2339,6.936719242,,,,,,,,,,,,,
CLUSTER_323,AB,pig_man,275.81,6.936719242,,,,,,,,,,,,,
CLUSTER_371,AB,cattle_man,13910,27.8372932,,,,,,,,,,,,,
CLUSTER_371,AB,horse_man,1280.1,27.8372932,,,,,,,,,,,,,
