PlantLocation,Alternative,Capacity,Omega,N_CH4,CO2_Production,Revenue,Cost,Capex,GHG,FLH,PlantLatitude,PlantLongitude,EEG_Revenue,Spot_Revenue,Heat_Revenue,Bonus
Plant_0,Upgrading_tech1,80000000,73059360.73059359,41419900.40137141,31639460.32922218,15.232944307247438,10.635713891276783,51.73782534072534,17.304525278998106,7999.999999999998,47.803128119423306,10.818788238345096,0.0,0.0,0.0,0.0
Plant_1,Upgrading_tech1,80000000,73059360.73059359,42110215.47684143,30949145.253752172,15.377361174919052,10.670229645050284,51.73782534072534,17.520670894149774,7999.999999999998,49.283511159719936,12.29796067165178,0.0,0.0,0.0,0.0
Plant_2,FlexEEG_biogas,80000000,68126576.04557604,38574161.34905432,29552414.696521707,23.220671773816434,8.564718871208212,41.84731101860637,0.0,7459.860076990575,50.07087830387799,10.930842744617683,11.83407855686923,5.076513930180945,3.076675109200573,2.348258887117695
Plant_3,Upgrading_tech1,80000000,73059360.73059359,41370860.1905451,31688500.540048502,15.22268488529773,10.633261880735466,51.737825340725344,17.28403711848328,7999.999999999998,47.99460678099869,12.21750943308896,0.0,0.0,0.0,0.0
Plant_4,FlexEEG_biogas,80000000,65574801.20543744,36943907.54798887,28630893.657448567,22.700555601124513,8.564718871208212,41.84731101860637,0.0,7180.4407319954,49.95964991355319,9.84609577059426,11.333936729419852,4.861966008945528,2.946646066027592,2.348258887117695
Plant_5,Upgrading_tech1,80000000,73059360.73059362,41766160.51934993,31293200.211243693,15.305383405588163,10.653026897175708,51.73782534072534,17.44918682831631,8000.000000000002,48.49603641435265,10.684157809632524,0.0,0.0,0.0,0.0
Plant_6,Upgrading_tech1,80000000,73059360.73059359,41882744.07576404,31176616.654829558,15.329773184455263,10.658856074996411,51.73782534072534,17.49789344227564,7999.999999999998,48.67174307818887,13.04194136883816,0.0,0.0,0.0,0.0
Plant_7,FlexEEG_biogas,80000000,73059360.73059359,40281932.501760095,32777428.2288335,23.765519082375686,8.564718871208212,41.84731101860637,0.0,7999.999999999998,48.68880494684564,11.758012570106889,12.358001754975795,5.301263444961636,3.212886936340386,2.348258887117695
Plant_8,Upgrading_tech1,80000000,73059360.73059359,41868108.77412797,31191251.956465628,15.326711416728015,10.65812430991461,51.73782534072534,16.512277018152933,7999.999999999998,49.30466579184219,10.813990228612903,0.0,0.0,0.0,0.0
Plant_9,Upgrading_tech1,80000000,73059360.73059359,42025429.85152578,31033930.879067812,15.359623659302242,10.6659903637845,51.73782534072534,15.78592125500166,7999.999999999998,49.91757777761458,11.883557130042526,0.0,0.0,0.0,0.0
